all_families_for_molecule,canonical_smiles,conflict_flags,duplicate_group_id,group_size,inchi_keys,label_regimes,merge_policy_used,output_row_count,site_sets,source_record_ids,sources,target_family
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCCN(CCCCC)N=O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_1ca45dc703e7c1bb,3,"[""OELWBYBVFOLSTA-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 2, 4, 6, 8, 10, 12], [0, 1, 2, 4, 6, 8, 10, 12], [0, 1, 2, 4, 6, 8, 10, 12]]","[""N_nitrosodiamylamine"", ""N_nitrosodiamylamine"", ""OELWBYBVFOLSTA-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCCN(CCCCC)N=O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_5346f1850f8f4621,3,"[""OELWBYBVFOLSTA-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 2, 4, 6, 8, 10, 12], [0, 1, 2, 4, 6, 8, 10, 12], [0, 1, 2, 4, 6, 8, 10, 12]]","[""N_nitrosodiamylamine"", ""N_nitrosodiamylamine"", ""OELWBYBVFOLSTA-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCCN(CCCCC)N=O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_a718443aac5d6f47,3,"[""OELWBYBVFOLSTA-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 4, 6, 8, 10, 12], [0, 4, 6, 8, 10, 12], [0, 4, 6, 8, 10, 12]]","[""N_nitrosodiamylamine"", ""N_nitrosodiamylamine"", ""OELWBYBVFOLSTA-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2B6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,"[""site_set_mismatch""]",dup_f6bfcc3f0b40c5ba,3,"[""QNQZBKQEIFTHFZ-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[26], [26], [22, 26]]","[""dexloxiglumide"", ""dexloxiglumide"", ""QNQZBKQEIFTHFZ-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP2B6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,"[""site_set_mismatch""]",dup_6e4fdbf1884bd49a,3,"[""QNQZBKQEIFTHFZ-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[26], [26], [22, 26]]","[""dexloxiglumide"", ""dexloxiglumide"", ""QNQZBKQEIFTHFZ-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP2B6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,"[""site_set_mismatch""]",dup_2dafd6d672a3602f,3,"[""QNQZBKQEIFTHFZ-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[26], [26], [22, 26]]","[""dexloxiglumide"", ""dexloxiglumide"", ""QNQZBKQEIFTHFZ-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP2B6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,"[""site_set_mismatch""]",dup_ba73a3ad4d1bc99b,3,"[""QNQZBKQEIFTHFZ-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[26], [26], [22, 26]]","[""dexloxiglumide"", ""dexloxiglumide"", ""QNQZBKQEIFTHFZ-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2D6""]",CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,"[""site_set_mismatch""]",dup_3c362d1af9e82cde,3,"[""IKBKZGMPCYNSLU-RGVLZGJSSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[4], [4], [2, 4]]","[""tegaserod"", ""tegaserod"", ""IKBKZGMPCYNSLU-RGVLZGJSSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2D6""]",CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,"[""site_set_mismatch""]",dup_3984112d8414de46,3,"[""IKBKZGMPCYNSLU-RGVLZGJSSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[4], [4], [2, 4]]","[""tegaserod"", ""tegaserod"", ""IKBKZGMPCYNSLU-RGVLZGJSSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP3A4""]",CCCCCOc1ccc2ccc(=O)oc2c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_a874c334e240ad4d,3,"[""AUCNGVTWAHBDRJ-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 4, 9], [2, 4, 9], [2, 4, 5, 9]]","[""7-pentoxycoumarin"", ""7-pentoxycoumarin"", ""AUCNGVTWAHBDRJ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2B6"", ""CYP2D6"", ""CYP3A4""]",CCCCCOc1ccc2nc3ccc(=O)cc-3oc2c1,"[""site_set_mismatch""]",dup_90d60a7ed3290df1,3,"[""ZPSOKQFFOYYPKC-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[12], [12], [12, 19]]","[""7-pentoxyresorufin"", ""7-pentoxyresorufin"", ""ZPSOKQFFOYYPKC-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2B6"", ""CYP2D6"", ""CYP3A4""]",CCCCCOc1ccc2nc3ccc(=O)cc-3oc2c1,"[""site_set_mismatch""]",dup_ce5385dfacd1a0c8,3,"[""ZPSOKQFFOYYPKC-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[12], [12], [12, 19]]","[""7-pentoxyresorufin"", ""7-pentoxyresorufin"", ""ZPSOKQFFOYYPKC-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP1A2"", ""CYP2B6"", ""CYP2D6"", ""CYP3A4""]",CCCCCOc1ccc2nc3ccc(=O)cc-3oc2c1,"[""site_set_mismatch""]",dup_414d154e92fadb34,3,"[""ZPSOKQFFOYYPKC-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[12], [12], [12, 19]]","[""7-pentoxyresorufin"", ""7-pentoxyresorufin"", ""ZPSOKQFFOYYPKC-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2B6"", ""CYP2D6"", ""CYP3A4""]",CCCCCOc1ccc2nc3ccc(=O)cc-3oc2c1,"[""site_set_mismatch""]",dup_d38f899edeb208c2,3,"[""ZPSOKQFFOYYPKC-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[12], [12], [12, 19]]","[""7-pentoxyresorufin"", ""7-pentoxyresorufin"", ""ZPSOKQFFOYYPKC-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2E1"", ""CYP3A4""]",CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_13290ed813ac3da0,3,"[""YIBNHAJFJUQSRA-YNNPMVKQSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[11, 13], [11, 13], [2, 11, 13, 14, 21, 23]]","[""prostaglandin_H2"", ""prostaglandin_H2"", ""YIBNHAJFJUQSRA-YNNPMVKQSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2E1"", ""CYP3A4""]",CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_15cf1588cc716e6a,3,"[""YIBNHAJFJUQSRA-YNNPMVKQSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[11, 13], [11, 13], [2, 11, 13, 14, 21, 23]]","[""prostaglandin_H2"", ""prostaglandin_H2"", ""YIBNHAJFJUQSRA-YNNPMVKQSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP1A2"", ""CYP2E1"", ""CYP3A4""]",CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_964d65ed25121565,3,"[""YIBNHAJFJUQSRA-YNNPMVKQSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[11, 13], [11, 13], [2, 11, 13, 14, 21, 23]]","[""prostaglandin_H2"", ""prostaglandin_H2"", ""YIBNHAJFJUQSRA-YNNPMVKQSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2A6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H](O)C=C(C)C[C@@H]21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_354808b7041f6561,3,"[""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[0], [0], [0, 2]]","[""7-hydroxy-delta_8_tetrahydrocannabinol"", ""7-hydroxy-delta_8_tetrahydrocannabinol"", ""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2A6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H](O)C=C(C)C[C@@H]21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_132649cff2a9f3fe,3,"[""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[0], [0], [0, 2]]","[""7-hydroxy-delta_8_tetrahydrocannabinol"", ""7-hydroxy-delta_8_tetrahydrocannabinol"", ""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP1A2"", ""CYP2A6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H](O)C=C(C)C[C@@H]21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_9a8b85dfddd307ae,3,"[""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[0], [0], [0, 2]]","[""7-hydroxy-delta_8_tetrahydrocannabinol"", ""7-hydroxy-delta_8_tetrahydrocannabinol"", ""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2A6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H](O)C=C(C)C[C@@H]21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_1d250650d953e437,3,"[""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[0], [0], [0, 2]]","[""7-hydroxy-delta_8_tetrahydrocannabinol"", ""7-hydroxy-delta_8_tetrahydrocannabinol"", ""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2A6"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H](O)C=C(C)C[C@@H]21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_e629541202edebec,3,"[""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[0], [0], [0, 2]]","[""7-hydroxy-delta_8_tetrahydrocannabinol"", ""7-hydroxy-delta_8_tetrahydrocannabinol"", ""URRJUSLCXVXZOX-KNBMTAEXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_e3284aecac1e85a6,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""site_set_mismatch""]",dup_8d8f1307c406370e,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""site_set_mismatch""]",dup_81120764f99d8ca3,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_c308d311e3194488,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_1fcb707b634ed510,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_8115d2405ea33a49,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""site_set_mismatch""]",dup_9ee68256236b1adb,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_6d58622ff09689cc,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCN(C)N=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_e83f7481cf0a20ca,3,"[""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NMBA"", ""NMBA"", ""PKTSCJXWLVREKX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2C8"", ""CYP3A4""]",CCCCN(CCCC)CC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,"[""site_set_mismatch""]",dup_f2f66c888197f9cd,3,"[""FOHHNHSLJDZUGQ-RUZDIDTESA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[6, 9], [6, 9], [6, 9, 31]]","[""halofantrine"", ""halofantrine"", ""FOHHNHSLJDZUGQ-RUZDIDTESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP2C8"", ""CYP3A4""]",CCCCN(CCCC)CC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,"[""site_set_mismatch""]",dup_52b12f30077ed72f,3,"[""FOHHNHSLJDZUGQ-RUZDIDTESA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[6, 9], [6, 9], [6, 9, 31]]","[""halofantrine"", ""halofantrine"", ""FOHHNHSLJDZUGQ-RUZDIDTESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2A6"", ""CYP2E1""]",CCCCN(CCCC)N=O,"[""site_set_mismatch""]",dup_532eef49aeb66b56,3,"[""YGJHZCLPZAZIHH-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NDBA"", ""NDBA"", ""YGJHZCLPZAZIHH-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP2A6"", ""CYP2E1""]",CCCCN(CCCC)N=O,"[""site_set_mismatch""]",dup_8fc07fae5a9f5481,3,"[""YGJHZCLPZAZIHH-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[2, 3], [2, 3], [2, 3, 5]]","[""NDBA"", ""NDBA"", ""YGJHZCLPZAZIHH-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"[""site_set_mismatch""]",dup_60637ef22646583c,3,"[""LEBVLXFERQHONN-INIZCTEOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[3], [3], [3, 4]]","[""bupivacaine"", ""bupivacaine"", ""LEBVLXFERQHONN-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"[""site_set_mismatch""]",dup_d815ce0e0b863747,3,"[""LEBVLXFERQHONN-INIZCTEOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[3], [3], [3, 4]]","[""bupivacaine"", ""bupivacaine"", ""LEBVLXFERQHONN-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"[""site_set_mismatch""]",dup_999345a189b9ac4d,3,"[""LEBVLXFERQHONN-INIZCTEOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[3], [3], [3, 4]]","[""bupivacaine"", ""bupivacaine"", ""LEBVLXFERQHONN-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2C19"", ""CYP2C9"", ""CYP2D6""]",CCCCNCc1cc(=O)oc2cc(OC)ccc12,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_2e4c91f463e74de1,3,"[""AHKHKMDMRHPLNJ-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 7], [1, 7], [1, 3, 5, 7]]","[""BMAMC"", ""BMAMC"", ""AHKHKMDMRHPLNJ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2C19"", ""CYP2C9"", ""CYP2D6""]",CCCCNCc1cc(=O)oc2cc(OC)ccc12,"[""site_set_mismatch""]",dup_8b0bb00e9e8c1229,3,"[""AHKHKMDMRHPLNJ-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[1], [1], [1, 5]]","[""BMAMC"", ""BMAMC"", ""AHKHKMDMRHPLNJ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2C19"", ""CYP2C9"", ""CYP2D6""]",CCCCNCc1cc(=O)oc2cc(OC)ccc12,"[""site_set_mismatch""]",dup_a2bee9adadd8dee3,3,"[""AHKHKMDMRHPLNJ-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[1], [1], [1, 5]]","[""BMAMC"", ""BMAMC"", ""AHKHKMDMRHPLNJ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2C19"", ""CYP2C9"", ""CYP2D6""]",CCCCNCc1cc(=O)oc2cc(OC)ccc12,"[""site_set_mismatch""]",dup_20c64b092674f9d2,3,"[""AHKHKMDMRHPLNJ-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[1], [1], [1, 5]]","[""BMAMC"", ""BMAMC"", ""AHKHKMDMRHPLNJ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP2B6"", ""CYP3A4""]",CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""site_set_disjoint"", ""contains_broad_region_label""]",dup_a6457c5d1f6c626e,3,"[""HKPHPIREJKHECO-UHFFFAOYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[8], [8], [5, 19]]","[""butachlor"", ""butachlor"", ""HKPHPIREJKHECO-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP2B6"", ""CYP3A4""]",CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""site_set_disjoint"", ""contains_broad_region_label""]",dup_ebfd393600ec1eb6,3,"[""HKPHPIREJKHECO-UHFFFAOYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[8], [8], [5, 19]]","[""butachlor"", ""butachlor"", ""HKPHPIREJKHECO-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
