all_families_for_molecule,canonical_smiles,conflict_flags,duplicate_group_id,group_size,inchi_keys,label_regimes,merge_policy_used,output_row_count,site_sets,source_record_ids,sources,target_family
"[""CYP1A2"", ""CYP2B6"", ""CYP2C19"", ""CYP2D6""]",CC1=CC[C@@H]2[C@H](C1)C2(C)C,[],dup_746463758f197799,3,"[""BQOFWKZOCNGFEC-BDAKNGLRSA-N""]","[""single_exact""]",exact_agreement,1,"[[5], [5], [5]]","[""delta3_carene"", ""delta3_carene"", ""BQOFWKZOCNGFEC-BDAKNGLRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP3A4""]",CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,[],dup_7b0ec0c6df6aaf3d,1,"[""XDXWLKQMMKQXPV-QYQHSDTDSA-N""]","[""single_exact""]",single_source,1,[[29]],"[""eltrombopag""]","[""Peng_external""]",CYP3A4
"[""CYP2E1""]",CC=O,[],dup_5807ffc07bf171fe,3,"[""IKHGUXGNUITLKF-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[1], [1], [1]]","[""acetaldehyde"", ""acetaldehyde"", ""IKHGUXGNUITLKF-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2D6"", ""CYP3A4""]",CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_495e148b5af28157,3,"[""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[17, 22], [17, 22], [8, 17, 22]]","[""methadone"", ""methadone"", ""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2D6"", ""CYP3A4""]",CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_152f6025d6e7391b,3,"[""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[17, 22], [17, 22], [8, 17, 22]]","[""methadone"", ""methadone"", ""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2D6"", ""CYP3A4""]",CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_b299e045a325dce8,3,"[""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[17, 22], [17, 22], [8, 17, 22]]","[""methadone"", ""methadone"", ""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2D6"", ""CYP3A4""]",CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_af361858ad130287,3,"[""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[17, 22], [17, 22], [8, 17, 22]]","[""methadone"", ""methadone"", ""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2D6"", ""CYP3A4""]",CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_17d692add54b4404,3,"[""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[17, 22], [17, 22], [8, 17, 22]]","[""methadone"", ""methadone"", ""USSIQXCVUWKGNF-QGZVFWFLSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2C9"", ""CYP3A4""]",CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,"[""site_set_mismatch""]",dup_b4a97023e658edfd,3,"[""ALFGKMXHOUSVAD-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[3], [3], [3, 7]]","[""ketobemidone"", ""ketobemidone"", ""ALFGKMXHOUSVAD-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP2C9"", ""CYP3A4""]",CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,"[""site_set_mismatch""]",dup_43216213eaed9fa6,3,"[""ALFGKMXHOUSVAD-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[3], [3], [3, 7]]","[""ketobemidone"", ""ketobemidone"", ""ALFGKMXHOUSVAD-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP3A4""]",CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_c080d1f18c186e69,3,"[""IDBPHNDTYPBSNI-UHFFFAOYSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[10, 27], [10, 27], [10, 18, 27, 28]]","[""alfentanil"", ""alfentanil"", ""IDBPHNDTYPBSNI-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP3A4""]",CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,"[""site_set_mismatch""]",dup_2dc17de11025f721,3,"[""PJMPHNIQZUBGLI-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [18, 19]]","[""fentanyl"", ""fentanyl"", ""PJMPHNIQZUBGLI-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP3A4""]",CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@@H](C)O3)[C@@H](N(C)C)[C@H]2O)[C@H]1OC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""site_set_disjoint"", ""contains_broad_region_label""]",dup_51626e7d8d32e873,3,"[""GQNZGCARKRHPOH-QZYHRENMSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[50], [50], [0, 31, 37, 38, 39, 54]]","[""miocamycin"", ""miocamycin"", ""GQNZGCARKRHPOH-QZYHRENMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP3A4""]",CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,"[""site_set_mismatch""]",dup_fc96157a38677bbe,3,"[""XLMALTXPSGQGBX-GCJKJVERSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[8, 15], [8, 15], [8, 11, 15]]","[""dextropropoxyphene"", ""dextropropoxyphene"", ""XLMALTXPSGQGBX-GCJKJVERSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP3A4""]",CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_a93c90d7ce524200,3,"[""RYMZZMVNJRMUDD-HGQWONQESA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 8, 9, 14], [6, 8, 9, 14], [6, 8, 9, 13, 14, 15]]","[""simvastatin"", ""simvastatin"", ""RYMZZMVNJRMUDD-HGQWONQESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2C8"", ""CYP3A4""]",CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H](O)C[C@@H](O)CC(=O)O)[C@H]21,"[""label_regime_mismatch""]",dup_5aac43a3295dafde,3,"[""XWLXKKNPFMNSFA-SRIRLJBESA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 7, 9, 16], [6, 7, 9, 16], [6, 7, 9, 16]]","[""simvastatin_hydroxy_acid"", ""simvastatin_hydroxy_acid"", ""XWLXKKNPFMNSFA-SRIRLJBESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP2C8"", ""CYP3A4""]",CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H](O)C[C@@H](O)CC(=O)O)[C@H]21,"[""label_regime_mismatch""]",dup_f6293b27ea0e8a39,3,"[""XWLXKKNPFMNSFA-SRIRLJBESA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 7, 9, 16], [6, 7, 9, 16], [6, 7, 9, 16]]","[""simvastatin_hydroxy_acid"", ""simvastatin_hydroxy_acid"", ""XWLXKKNPFMNSFA-SRIRLJBESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2A6"", ""CYP2E1""]",CCC(C)(C)OC,"[""site_set_mismatch""]",dup_804e4b76f0cea86c,3,"[""HVZJRWJGKQPSFL-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[6], [6], [5, 6]]","[""TAME"", ""TAME"", ""HVZJRWJGKQPSFL-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP2A6"", ""CYP2E1""]",CCC(C)(C)OC,"[""site_set_mismatch""]",dup_50b34c823a5870a2,3,"[""HVZJRWJGKQPSFL-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[6], [6], [5, 6]]","[""TAME"", ""TAME"", ""HVZJRWJGKQPSFL-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1""]",CCCC(CCC)C(=O)O,[],dup_4b353cca634ceaea,1,"[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""multi_exact""]",single_source,1,"[[0, 1, 5, 6]]","[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1""]",CCCC(CCC)C(=O)O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_4b3365edba69e451,3,"[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 2, 4, 5, 6], [0, 1, 2, 4, 5, 6], [0, 1, 2, 4, 5, 6]]","[""valproic_acid"", ""valproic_acid"", ""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1""]",CCCC(CCC)C(=O)O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_cc9878ac473bbe00,3,"[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 2, 4, 5, 6], [0, 1, 2, 4, 5, 6], [0, 1, 2, 4, 5, 6]]","[""valproic_acid"", ""valproic_acid"", ""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1""]",CCCC(CCC)C(=O)O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_e0f6ea57af335077,3,"[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 5, 6], [0, 1, 5, 6], [0, 1, 5, 6]]","[""valproic_acid"", ""valproic_acid"", ""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1""]",CCCC(CCC)C(=O)O,[],dup_630d41d33c8e9ac9,1,"[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""multi_exact""]",single_source,1,"[[0, 1, 5, 6]]","[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1""]",CCCC(CCC)C(=O)O,[],dup_cd47f426e6645042,3,"[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 1, 5, 6], [0, 1, 5, 6], [0, 1, 5, 6]]","[""valproic_acid"", ""valproic_acid"", ""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1""]",CCCC(CCC)C(=O)O,[],dup_6376d5130a649918,1,"[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""multi_exact""]",single_source,1,"[[0, 1, 5, 6]]","[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1""]",CCCC(CCC)C(=O)O,[],dup_3ce7c32fd6e9333b,1,"[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""multi_exact""]",single_source,1,"[[0, 1, 5, 6]]","[""NIJJYAXOARWZEE-UHFFFAOYSA-N""]","[""MetXBioDB""]",CYP2E1
"[""CYP2C9""]",CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,[],dup_888a74737068bfcd,3,"[""ACWBQPMHZXGDFX-QFIPXVFZSA-N""]","[""single_exact""]",exact_agreement,1,"[[25], [25], [25]]","[""valsartan"", ""valsartan"", ""ACWBQPMHZXGDFX-QFIPXVFZSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,[],dup_e9926390ed9d014a,3,"[""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 3, 7, 11, 14, 15, 16], [0, 3, 7, 11, 14, 15, 16], [0, 3, 7, 11, 14, 15, 16]]","[""linoleic_acid"", ""linoleic_acid"", ""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_183a3b3e2595aa88,3,"[""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 3, 7, 11, 16], [0, 3, 7, 11, 16], [0, 3, 7, 11, 14, 15, 16]]","[""linoleic_acid"", ""linoleic_acid"", ""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,[],dup_d89a3b9737680664,1,"[""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""single_exact""]",single_source,1,[[7]],"[""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,"[""site_set_mismatch""]",dup_fdb9ebbcb83ce39e,3,"[""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 3, 11, 16], [0, 3, 11, 16], [0, 3, 7, 11, 14, 15, 16]]","[""linoleic_acid"", ""linoleic_acid"", ""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,[],dup_d28d7786f463b871,2,"[""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""tiered_multisite""]",exact_agreement,1,"[[14, 15], [14, 15]]","[""linoleic_acid"", ""linoleic_acid""]","[""ATTNSOM"", ""CYP_DBs_external""]",CYP2E1
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_e1c4ebb395dcd63f,3,"[""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 3, 7, 11, 16], [0, 3, 7, 11, 16], [0, 3, 7, 11, 14, 15, 16]]","[""linoleic_acid"", ""linoleic_acid"", ""OYHQOLUKZRVURQ-AVQMFFATSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_f8a166b83fdb0d66,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 2, 6, 8, 10, 11, 12, 13, 16, 17, 20, 21], [1, 2, 6, 8, 10, 11, 12, 13, 16, 17, 20, 21], [1, 2, 6, 8, 10, 11, 12, 13, 16, 17, 20, 21]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,[],dup_81272f471bb88fc6,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""single_exact""]",exact_agreement,1,"[[6], [6], [6]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,"[""label_regime_mismatch""]",dup_20b8f28082ed0e70,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 10, 17], [6, 10, 17], [6, 10, 17]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_0dc615a729593380,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 10, 12, 13, 17], [6, 10, 12, 13, 17], [6, 10, 12, 13, 17]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_9dc213b84e4f9484,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 8, 10, 11, 12, 13, 16, 17, 20], [6, 8, 10, 11, 12, 13, 16, 17, 20], [6, 8, 10, 11, 12, 13, 16, 17, 20]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_78f95fed78b86a94,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 8, 10, 11, 12, 13, 16, 17, 20], [6, 8, 10, 11, 12, 13, 16, 17, 20], [6, 8, 10, 11, 12, 13, 16, 17, 20]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,[],dup_b9c629c2386d2957,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""single_exact""]",exact_agreement,1,"[[6], [6], [6]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,[],dup_7eb1ebb969646173,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""single_exact""]",exact_agreement,1,"[[6], [6], [6]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_4409991d851b3d55,3,"[""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 8, 11, 16, 20], [6, 8, 11, 16, 20], [6, 8, 11, 16, 20]]","[""arachidonic_acid"", ""arachidonic_acid"", ""YZXBAPSDXZZRGB-DOFZRALJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2C9""]",CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_2a1ba547025e89a3,3,"[""YOSHYTLCDANDAN-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[7, 8, 11, 12], [7, 8, 11, 12], [7, 8, 11, 12]]","[""irbesartan"", ""irbesartan"", ""YOSHYTLCDANDAN-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP2B6"", ""CYP2E1""]",CCCCCC,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_9bc550c3d6fccd63,3,"[""VLKZOEOYAKHREP-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5]]","[""hexane"", ""hexane"", ""VLKZOEOYAKHREP-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP2B6"", ""CYP2E1""]",CCCCCC,[],dup_4e03a20e481a0f77,3,"[""VLKZOEOYAKHREP-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[1, 4], [1, 4], [1, 4]]","[""hexane"", ""hexane"", ""VLKZOEOYAKHREP-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
