all_labeled_site_atoms,annotation_family,annotation_label_regime,citation,doi,duplicate_group_id,enzyme_family,merge_policy_used,output_label_regime,output_row_id,primary_site_atoms,secondary_site_atoms,site_source,source_file,source_record_id,tertiary_site_atoms
[6],CYP2C9,single_exact,"Ghosal et al.,Biopharm. Drug Disp.,24,375,2003",10.1002/bdd.374,dup_d030c798d4385ad3,CYP2C9,partial_agreement_union,single_exact,3-cyano-7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C9.sdf,3-cyano-7-ethoxycoumarin,[]
"[2, 6]",CYP2C9,single_exact,"Donato et al.,Drug Metab. Disp.32,699,2004
Ekins et al.,J. Pharmacol. Exp. Ther.,286,1253,1998
Ghosal et al.,Biopharm. Drug Disp.,24,375,2003",,dup_d030c798d4385ad3,CYP2C9,partial_agreement_union,single_exact,3-cyano-7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,YAFGHMIAFYQSCF-UHFFFAOYSA-N,[]
[6],CYP2D6,single_exact,"Donato et al.,Drug Metab. Disp.32,699,2004",10.1124/dmd.32.7.699,dup_5f47a45d11330cb8,CYP2D6,partial_agreement_union,single_exact,3-cyano-7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,3-cyano-7-ethoxycoumarin,[]
[6],CYP2D6,single_exact,"Donato et al.,Drug Metab. Disp.32,699,2004",10.1124/dmd.32.7.699,dup_5f47a45d11330cb8,CYP2D6,partial_agreement_union,single_exact,3-cyano-7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,3-cyano-7-ethoxycoumarin,[]
"[2, 6]",CYP2D6,single_exact,"Donato et al.,Drug Metab. Disp.32,699,2004
Ekins et al.,J. Pharmacol. Exp. Ther.,286,1253,1998
Ghosal et al.,Biopharm. Drug Disp.,24,375,2003",,dup_5f47a45d11330cb8,CYP2D6,partial_agreement_union,single_exact,3-cyano-7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,YAFGHMIAFYQSCF-UHFFFAOYSA-N,[]
[6],CYP2E1,single_exact,"Ekins et al.,J. Pharmacol. Exp. Ther.,286,1253,1998",,dup_ba5338797635cc05,CYP2E1,partial_agreement_union,single_exact,3-cyano-7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2E1.sdf,3-cyano-7-ethoxycoumarin,[]
[6],CYP2E1,single_exact,"Ekins et al.,J. Pharmacol. Exp. Ther.,286,1253,1998",,dup_ba5338797635cc05,CYP2E1,partial_agreement_union,single_exact,3-cyano-7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2E1.sdf,3-cyano-7-ethoxycoumarin,[]
"[2, 6]",CYP2E1,single_exact,"Donato et al.,Drug Metab. Disp.32,699,2004
Ekins et al.,J. Pharmacol. Exp. Ther.,286,1253,1998
Ghosal et al.,Biopharm. Drug Disp.,24,375,2003",,dup_ba5338797635cc05,CYP2E1,partial_agreement_union,single_exact,3-cyano-7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,YAFGHMIAFYQSCF-UHFFFAOYSA-N,[]
"[6, 12]",CYP1A2,tiered_multisite,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",10.111/j.1742-4658.2006.05235.x,dup_c199c301e5b57374,CYP1A2,partial_agreement_union,tiered_multisite,7-ethoxycoumarin,[6],[12],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,7-ethoxycoumarin,[]
"[6, 12]",CYP1A2,tiered_multisite,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",10.111/j.1742-4658.2006.05235.x,dup_c199c301e5b57374,CYP1A2,partial_agreement_union,tiered_multisite,7-ethoxycoumarin,[6],[12],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,7-ethoxycoumarin,[]
"[2, 6, 12]",CYP1A2,multi_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_c199c301e5b57374,CYP1A2,partial_agreement_union,tiered_multisite,7-ethoxycoumarin,"[6, 12]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
"[6, 12]",CYP2A6,tiered_multisite,"Yun et al.,J. Bio. Chem.,280,12279,2005
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",10.1074/jbc.M411019200,dup_78854e4c77e95da7,CYP2A6,partial_agreement_union,tiered_multisite,7-ethoxycoumarin,[6],[12],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2A6.sdf,7-ethoxycoumarin,[]
"[6, 12]",CYP2A6,tiered_multisite,"Yun et al.,J. Bio. Chem.,280,12279,2005
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",10.1074/jbc.M411019200,dup_78854e4c77e95da7,CYP2A6,partial_agreement_union,tiered_multisite,7-ethoxycoumarin,[6],[12],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2A6.sdf,7-ethoxycoumarin,[]
"[2, 6, 12]",CYP2A6,multi_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_78854e4c77e95da7,CYP2A6,partial_agreement_union,tiered_multisite,7-ethoxycoumarin,"[6, 12]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
[6],CYP2B6,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_0d0e8d35f8b9a501,CYP2B6,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2B6.sdf,7-ethoxycoumarin,[]
[6],CYP2B6,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_0d0e8d35f8b9a501,CYP2B6,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2B6.sdf,7-ethoxycoumarin,[]
"[2, 6]",CYP2B6,single_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_0d0e8d35f8b9a501,CYP2B6,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
[6],CYP2C19,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_d9e6a31b7a794ac5,CYP2C19,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C19.sdf,7-ethoxycoumarin,[]
[6],CYP2C19,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_d9e6a31b7a794ac5,CYP2C19,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C19.sdf,7-ethoxycoumarin,[]
"[2, 6]",CYP2C19,single_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_d9e6a31b7a794ac5,CYP2C19,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
[6],CYP2C8,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_2275a32b778ece94,CYP2C8,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C8.sdf,7-ethoxycoumarin,[]
[6],CYP2C8,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_2275a32b778ece94,CYP2C8,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C8.sdf,7-ethoxycoumarin,[]
"[2, 6]",CYP2C8,single_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_2275a32b778ece94,CYP2C8,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
[6],CYP2C9,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_ad6d04e0113dd546,CYP2C9,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C9.sdf,7-ethoxycoumarin,[]
[6],CYP2C9,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_ad6d04e0113dd546,CYP2C9,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C9.sdf,7-ethoxycoumarin,[]
"[2, 6]",CYP2C9,single_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_ad6d04e0113dd546,CYP2C9,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
[6],CYP2D6,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_a8c111a45fc022cb,CYP2D6,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,7-ethoxycoumarin,[]
[6],CYP2D6,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_a8c111a45fc022cb,CYP2D6,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,7-ethoxycoumarin,[]
"[2, 6]",CYP2D6,single_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_a8c111a45fc022cb,CYP2D6,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
[6],CYP2E1,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_1a797de1374b1504,CYP2E1,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2E1.sdf,7-ethoxycoumarin,[]
[6],CYP2E1,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_1a797de1374b1504,CYP2E1,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2E1.sdf,7-ethoxycoumarin,[]
"[2, 6]",CYP2E1,single_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_1a797de1374b1504,CYP2E1,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
[6],CYP3A4,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_2fa4e3b60b2e158d,CYP3A4,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,7-ethoxycoumarin,[]
[6],CYP3A4,single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_2fa4e3b60b2e158d,CYP3A4,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,7-ethoxycoumarin,[]
"[2, 6]",CYP3A4,single_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_2fa4e3b60b2e158d,CYP3A4,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
[4],CYP1A2,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385 ",10.1016/0006-2952(91)90244-Y,dup_6d4b6c08ad986796,CYP1A2,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,7-ethoxyresorufin,[]
[4],CYP1A2,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385 ",10.1016/0006-2952(91)90244-Y,dup_6d4b6c08ad986796,CYP1A2,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,7-ethoxyresorufin,[]
"[4, 16]",CYP1A2,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385",,dup_6d4b6c08ad986796,CYP1A2,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CRCWUBLTFGOMDD-UHFFFAOYSA-N,[]
[4],CYP2C9,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385 ",10.1016/0006-2952(91)90244-Y,dup_e2a6fbf4275dd36e,CYP2C9,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C9.sdf,7-ethoxyresorufin,[]
[4],CYP2C9,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385 ",10.1016/0006-2952(91)90244-Y,dup_e2a6fbf4275dd36e,CYP2C9,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C9.sdf,7-ethoxyresorufin,[]
"[4, 16]",CYP2C9,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385",,dup_e2a6fbf4275dd36e,CYP2C9,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CRCWUBLTFGOMDD-UHFFFAOYSA-N,[]
[4],CYP2E1,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385 ",10.1016/0006-2952(91)90244-Y,dup_2bd2695032bc6d4d,CYP2E1,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2E1.sdf,7-ethoxyresorufin,[]
[4],CYP2E1,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385 ",10.1016/0006-2952(91)90244-Y,dup_2bd2695032bc6d4d,CYP2E1,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2E1.sdf,7-ethoxyresorufin,[]
"[4, 16]",CYP2E1,single_exact,"Qwihee P. Lee, Alan G. Fantel and Mont R. Juchau Biochemical Pharmacology Volume 42, Issue 12, 27 November 1991, Pages 2377-2385",,dup_2bd2695032bc6d4d,CYP2E1,partial_agreement_union,single_exact,7-ethoxyresorufin,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CRCWUBLTFGOMDD-UHFFFAOYSA-N,[]
"[7, 16]",CYP2D6,tiered_multisite,"Kamimura et al.,Xenobiotica,28,909,1998",10.1080/004982598238985,dup_3276915f24226b15,CYP2D6,partial_agreement_union,tiered_multisite,tamsulosin,[7],[16],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,tamsulosin,[]
"[7, 16]",CYP2D6,tiered_multisite,"Kamimura et al.,Xenobiotica,28,909,1998",10.1080/004982598238985,dup_3276915f24226b15,CYP2D6,partial_agreement_union,tiered_multisite,tamsulosin,[7],[16],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,tamsulosin,[]
"[7, 16, 25]",CYP2D6,multi_exact,"Kamimura et al.,Xenobiotica,28,909,1998 PMID: 9849639",,dup_3276915f24226b15,CYP2D6,partial_agreement_union,tiered_multisite,tamsulosin,"[7, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,DRHKJLXJIQTDTD-OAHLLOKOSA-N,[]
"[6, 9]",CYP3A4,tiered_multisite,"Kamimura et al.,Xenobiotica,28,909,1998",10.1080/004982598238985,dup_dad2270e4a6183e5,CYP3A4,partial_agreement_union,tiered_multisite,tamsulosin,[9],[6],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,tamsulosin,[]
"[6, 9]",CYP3A4,tiered_multisite,"Kamimura et al.,Xenobiotica,28,909,1998",10.1080/004982598238985,dup_dad2270e4a6183e5,CYP3A4,partial_agreement_union,tiered_multisite,tamsulosin,[9],[6],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,tamsulosin,[]
"[3, 6, 9, 15]",CYP3A4,multi_exact,"Kamimura et al.,Xenobiotica,28,909,1998 PMID: 9849639",,dup_dad2270e4a6183e5,CYP3A4,partial_agreement_union,tiered_multisite,tamsulosin,"[6, 9]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,DRHKJLXJIQTDTD-OAHLLOKOSA-N,[]
"[1, 5, 6]",CYP3A4,tiered_multisite,"Wienkers et al.,Drug Metab. Disp.,27,1334,1997",,dup_517bb9d2bc3a22a1,CYP3A4,partial_agreement_union,tiered_multisite,reboxetine,[1],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,reboxetine,"[5, 6]"
"[1, 5, 6]",CYP3A4,tiered_multisite,"Wienkers et al.,Drug Metab. Disp.,27,1334,1997",,dup_517bb9d2bc3a22a1,CYP3A4,partial_agreement_union,tiered_multisite,reboxetine,[1],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,reboxetine,"[5, 6]"
"[1, 2, 5, 6]",CYP3A4,multi_exact,"Wienkers et al.,Drug Metab. Disp.,27,1334,1999 PMID: 10534319",,dup_517bb9d2bc3a22a1,CYP3A4,partial_agreement_union,tiered_multisite,reboxetine,"[1, 5, 6]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CBQGYUDMJHNJBX-OALUTQOASA-N,[]
"[12, 20, 21, 31, 32]",CYP3A4,multi_exact,,,dup_de2e2ec1e076ed4b,CYP3A4,single_source,multi_exact,Candesartan,[],[],Rudik_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Rudik_external_dataset/Rudik_external_dataset.sdf,Candesartan,[]
[11],CYP1A2,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008",10.1124/dmd.107.017293 ,dup_0b22b149bb28a112,CYP1A2,exact_agreement,single_exact,MPBP,[11],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,MPBP,[]
[11],CYP1A2,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008",10.1124/dmd.107.017293 ,dup_0b22b149bb28a112,CYP1A2,exact_agreement,single_exact,MPBP,[11],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,MPBP,[]
[11],CYP1A2,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008 PMID: 17962373",,dup_0b22b149bb28a112,CYP1A2,exact_agreement,single_exact,MPBP,[11],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,NXNPGAAZKYDOPW-AWEZNQCLSA-N,[]
[11],CYP2C19,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008",,dup_9f4b8bd21240a5a9,CYP2C19,exact_agreement,single_exact,MPBP,[11],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C19.sdf,MPBP,[]
[11],CYP2C19,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008",,dup_9f4b8bd21240a5a9,CYP2C19,exact_agreement,single_exact,MPBP,[11],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C19.sdf,MPBP,[]
[11],CYP2C19,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008 PMID: 17962373",,dup_9f4b8bd21240a5a9,CYP2C19,exact_agreement,single_exact,MPBP,[11],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,NXNPGAAZKYDOPW-AWEZNQCLSA-N,[]
[11],CYP2D6,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008",,dup_e17fde78b3dbbe7a,CYP2D6,exact_agreement,single_exact,MPBP,[11],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,MPBP,[]
[11],CYP2D6,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008",,dup_e17fde78b3dbbe7a,CYP2D6,exact_agreement,single_exact,MPBP,[11],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,MPBP,[]
[11],CYP2D6,single_exact,"Peters et al.,Drug Metab. Disp.,36,163,2008 PMID: 17962373",,dup_e17fde78b3dbbe7a,CYP2D6,exact_agreement,single_exact,MPBP,[11],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,NXNPGAAZKYDOPW-AWEZNQCLSA-N,[]
"[2, 13]",CYP1A2,multi_exact,"Maurer et al.,Toxicol. Lett.,112'96113,133,2000",,dup_96b849c7997cbfa5,CYP1A2,partial_agreement_union,multi_exact,MBDB,"[2, 13]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,MBDB,[]
"[2, 13]",CYP1A2,multi_exact,"Maurer et al.,Toxicol. Lett.,112'96113,133,2000",,dup_96b849c7997cbfa5,CYP1A2,partial_agreement_union,multi_exact,MBDB,"[2, 13]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,MBDB,[]
"[2, 3, 5, 8, 13]",CYP1A2,multi_exact,"Maurer et al.,Toxicol. Lett.,112'96113,133,2000 PMID: 10720722
Meyer et al.,Biochem. Pharma.,77,1725,2009",,dup_96b849c7997cbfa5,CYP1A2,partial_agreement_union,multi_exact,MBDB,"[2, 13]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,USWVWJSAJAEEHQ-JTQLQIEISA-N,[]
